time                                       <gas> H2(g)                                <gas> H2O(g)                               <gas> CO(g)                                 <gas> CO2(g)                               <gas> CH4(g)                                <gas> CH3COOH(g)                            <Pd111> *                                   <Pd111> H*                                  <Pd111> O*                                  <Pd111> OH*                                 <Pd111> H2O*                                <Pd111> C*                                 <Pd111> CO*                                 <Pd111> CO2*                                <Pd111> COOH*                               <Pd111> CCO*                                <Pd111> CCOO*                               <Pd111> CCOOH*                              <Pd111> CH*                                 <Pd111> CHCO*                               <Pd111> CHCOO*                              <Pd111> CHCOOH*                             <Pd111> CH2*                                <Pd111> CH2CO*                              <Pd111> CH2COO*                             <Pd111> CH2COOH*                            <Pd111> CH3*                                <Pd111> CH3CO*                              <Pd111> CH3COO*                             <Pd111> CH3COOH*                            <Pd111> co-H2O*
1.22690240386873483657836914062499765e-10  2.76564362520522842059421905410717493e-29  1.24445938009875904559101092513796557e-44   7.21162819957258029146411648828813871e-47  1.97816180876514886644116109002219185e-33   3.46829403969238000772009225118915669e-23   3.66131769495842530010639063412821882e-01   7.32262851423444698070975535494668363e-01   6.8756824034629584675622251972900362e-07    2.08234451233732319539410313916230173e-28   1.56543738556811215156516327522060643e-17   1.20999213352648089824540502621198465e-59  6.20938059447486763091365341881588845e-43   2.33263166446462340824274607291142115e-32   4.55647667316577763424197375288998526e-53   3.59966608259930098788620600565972812e-28   6.67796781640905909648875256670239622e-48   1.31787705931784773680537582932756673e-40   3.65764732456510103832443154458505826e-28   3.93397421580998834817734138007057515e-31   2.63264497451986279969299604421264281e-36   2.48832625676027642301684406656319422e-33   9.32418941059219585731829142654472371e-23   1.74426814615355988885245583943139963e-30   9.21967272110270213596678050436087354e-28   4.49750452473356090317618488875692842e-23   1.93634277297711298569445236706664438e-13  -3.46827625259900512381368932783853169e-23   3.13087477108566980063945257728321404e-17   1.37513628705831421871308458320264052e-06  -7.32264914128165783921665433899954103e-01  0.0000000000   
1.2593170329928398132324218749999986e-10   2.91370979811510354389307745478375102e-29  1.24445938009875904559101092513796557e-44   7.21162819957258029146411648828813871e-47  2.03050030218108289193086798249139416e-33   3.70591873989399156635730874007891528e-23   4.22800391793051051268796940249493523e-01   8.45600096017568382163522500653456476e-01   6.87568533704719623583888830678002054e-07   2.13735987630921099564368176055113085e-28   1.56543805348006025763190247190087952e-17   1.24196006362906954675534739161917073e-59  7.31196846819036769706769694839026129e-43   2.39426127538948962567917028733910913e-32   4.55688865655853667448784842423646003e-53   3.6008024141639029274837641660245219e-28    7.29630845341450961048405464891029063e-48   1.43884974941122853374163103589269256e-40   3.85346911867827105553302436834785034e-28   4.12545935366615681463371899618813123e-31   2.77359003961991346188437309219897737e-36   2.62154573865454022464242168268610781e-33   9.57053169311607047744718726053619134e-23   1.7808527915285775256443315172773863e-30    9.46325567411860227976975935007337856e-28   4.61632819975360187312681728296818887e-23   1.93634359911405846763281714906825128e-13  -3.70590095262595656759038924249978419e-23   3.13087610690823036724889336955660161e-17   1.37513687377507915691505461584601031e-06  -8.45602158723169543285549677533559025e-01  0.0000000000   
1.29173166211694478988647460937499956e-10  3.06563871426418159378888716002070733e-29  1.24445938009875904559101092513796557e-44   7.21162819957258029146411648828813871e-47  2.08283879559701691742057487496061072e-33   3.94976999279410455648458513665106692e-23   4.73526147372458211762596778104599153e-01   9.47051607176120109371912712020377959e-01   6.87568796298499008733930598261709502e-07   2.19237524051877578890649503502962655e-28   1.56543865134787069565575950574332098e-17   1.27392798815813121646513683952184477e-59  8.49207099259120480589738780423444674e-43   2.4558909731611961958764167410772554e-32    4.55730045189254859082556914106888197e-53   3.60193858749781373304222608002361189e-28   7.94521942441626869765332274669975333e-48   1.56575725096486830510068409900234801e-40   4.05439701507514991044968034907256324e-28   4.32092077535264644889988512579247745e-31   2.91821025345747612367851406457040018e-36   2.75823897261679145550609161688098336e-33   9.8168738735150738208797795218043141e-23    1.81699259061511534444316671225799388e-30   9.70683862757022218393002524620510221e-28   4.7351518747732683921606545045564706e-23    1.93634433861102646952051095047566019e-13  -3.94975220534752644229146466471581191e-23   3.13087730264251559777242496987202628e-17   1.37513739896256397588405375336273983e-06  -9.4705366988250905183193315570800382e-01   0.0000000000   
1.32414629124104976654052734375000051e-10  3.22142670257070231461560974299481567e-29  1.24445938009875904559101092513796557e-44   7.21162819957258029146411648828813871e-47  2.13517728901295094291028176742980828e-33   4.19984779839468322019536714447926074e-23   5.18309036234064011492038552351158269e-01   1.0366173848                                6.87569028127634002206347822480141761e-07   2.24739060496601757518254296259768925e-28   1.5654391791715434656367343767478624e-17    1.30589590711366590737477336992005394e-59  9.74968816767737895740272598634966078e-43   2.51752075777974311883448543412602709e-32   4.55771205916781338325513590338753418e-53   3.60307460260103340456159174765685496e-28   8.62470072941433635799655686007098673e-48   1.69859956397876705088253501865654581e-40   4.26043101375573760307439948675877536e-28   4.52035848086945725097583976888414254e-31   3.06650561603255078507541896132681851e-36   2.89840595864703011560785386914764997e-33   1.00632159517892058876160682103494509e-22   1.85268754341317334524896142437321752e-30   9.95042158145756184844757819275579554e-28   4.85397554979256046027769655352177362e-23   1.93634499146801699135753377128871873e-13  -4.19983001076371474791691559448710427e-23   3.1308783582885254922100473782293683e-17    1.37513786262076867562008199575277616e-06  -1.0366194476                               0.0000000000   
1.35656092036515474319458007812500506e-10  3.38107555567514139491607958948913422e-29  1.24445938009875904559101092513796557e-44   7.21162819957258029146411648828813871e-47  2.18751578242888496839998865989899634e-33   4.45615215669188487411164193678596018e-23   5.57149058377868450457122086891877339e-01   1.1142974291                                6.87569229192124604001140503333288544e-07   2.30240596965093635447182554325543097e-28   1.56543963695107856757482708491462352e-17   1.33786382049567361948425698281372613e-59  1.10848199934488901515837114947351959e-42   2.57915062924513039455337636648536342e-32   4.55812347838433105177654871119222365e-53   3.60421045947356194204186116892447513e-28   9.3347523684087125915137569890238559e-48    1.83737668845292477108718379485530435e-40   4.4715711147200341334071817814067216e-28    4.72377247021658922086158292546288339e-31   3.2184761273451374460750877824682509e-36    3.04204669674525620494770843948631652e-33   1.03095579279384666776560533261715691e-22   1.8879376499227515280617156536230718e-30    1.0194004535780621273322418189726056e-27    4.97279922481147807747794342986429367e-23   1.93634555768503003314388561150790158e-13  -4.45613436887452148446674203181307397e-23   3.13087927384626005056176059462845661e-17   1.37513826474969325612313934301617369e-06  -1.1142994918                               0.0000000000   
1.38897554948925971984863281249999525e-10  3.54458527357749883469029669950356382e-29  1.24445938009875904559101092513796557e-44   7.21162819957258029146411648828813871e-47  2.23985427584481899388969555236818441e-33   4.71868306768758795951797663677486505e-23   5.90046213803871528657847543083564501e-01   1.1800917400                                6.87569399491970814118308640821127812e-07   2.35742133457353212677434277700279881e-28   1.56544002468647600147003763024362999e-17   1.36983172830415435279358767820291197e-59  1.24974664699057383884403443293903448e-42   2.64078058755735802303308953815523401e-32   4.55853470954210159638980756448301471e-53   3.60534615811539934548303434382632305e-28   1.00753743413993973982049231335582259e-47   1.98208862438734146571463042759863637e-40   4.68781731796803950144802723301635685e-28   4.93116274339404235855711459552850554e-31   3.3741217873952361066775205279946139e-36    3.18916118691146972352565532789686908e-33   1.05558998019628561909997348692703424e-22   1.92274291014384989288142940000750507e-30   1.04375874905394004585545452371151865e-27   5.09162289983002124376139513358360661e-23   1.93634603726206559487956647113270604e-13  -4.71866527967994665194094397669407992e-23   3.13088004931571927282756461906961624e-17   1.37513860534933771739322579515291183e-06  -1.1800938027                               0.0000000000   
1.42139017861336469650268554687501414e-10  3.71195807792229471538294373510753647e-29  1.24445938009875904559101092513796557e-44   7.21162819957258029146411648828813871e-47  2.29219276926075301937940244483744844e-33   4.98744053138401412093445268912943988e-23   6.17000502512073246094215302602036451e-01   1.2340003174                                6.87569539027172632557852234943692625e-07   2.41243669973380489209009466383983323e-28   1.56544034237773576732236601273463378e-17   1.40179963053910810730276545608771424e-59  1.39876275970479236679726244903185561e-42   2.70241063271642600427362494913585155e-32   4.55894575264112501709491246325997171e-53   3.60648169852654561488511127236212492e-28   1.08465666483863907780700552936754124e-47   2.13273537178201713476487491688689278e-40   4.9091696234997537071969358415881105e-28    5.14252930040181666406243477908188411e-31   3.53344259618284676688271719790633406e-36   3.33974942914567067134169453437962575e-33   1.08022415738623744276471128396464886e-22   1.95710332407646843970810266352660424e-30   1.06811704457338994041439593349239837e-27   5.21044657484818995912805166468020184e-23   1.93634643019912367656457635016341936e-13  -4.98742274317999025033952142913021998e-23   3.13088068469690315900745945155269321e-17   1.37513888441970205943034135216298986e-06  -1.2340023801                               0.0000000000   
1.45380480773746967315673828125000433e-10  3.88318961122129775268502502741968694e-29  1.24445938009875904559101092513796557e-44   7.21162819957258029146411648828813871e-47  2.3445312626766870448691093373066555e-33    5.26242454777680587012978578485298228e-23   6.38011924502473602766224616836308511e-01   1.2760231614                                6.87569647797730059319771285700966085e-07   2.46745206513175465041908120376647509e-28   1.56544059002485786513181223238788293e-17   1.43376752720053488301179031646797801e-59  1.55553033748754459901805519775156737e-42   2.76404076472233433827498259942697297e-32   4.55935660768140131389186340752290161e-53   3.60761708070700075024809195453230389e-28   1.16483292893696927311091534693739985e-47   2.28931693063695177823791726271925857e-40   5.13562803131517675065390760712118601e-28   5.35787214123991213737754347612204675e-31   3.69643855370796942669067779220291064e-36   3.493811423447859048395826058934088e-33     1.10485832436370213875981872372993552e-22   1.99101889172060716854173544418034559e-30   1.09247534013641181100906604831518502e-27   5.32927024986598422357791302315388361e-23   1.93634673649620427819891524859996447e-13  -5.26240675937465227966247438912133104e-23   3.13088117998981170910144509207749938e-17   1.37513910196078628223448601404642467e-06  -1.2760252241                               0.0000000000   
1.48621943686157464981079101562499453e-10  4.05828200931821914946085358325214487e-29  1.24445938009875904559101092513796557e-44   7.21162819957258029146411648828813871e-47  2.39686975609262107035881622977583407e-33   5.54363511686809905081517878825893402e-23   6.53080479775072598673876058299846877e-01   1.3061602719                                6.87569725803643094404065793092951866e-07   2.52246743076738140176130239678273997e-28   1.56544076762784229489837628920336887e-17   1.46573541828843467992066225934372781e-59  1.72004938033883053550641267909837756e-42   2.82567098357508302503716248902859826e-32   4.55976727466293048678066039727195884e-53   3.60875230465676475157197639033658615e-28   1.24806622643493032573222176606541191e-47   2.45183330095214539613375746509639026e-40   5.36719254141430863181894252961615588e-28   5.57719126590832877850244068664897521e-31   3.8631096599706040861014023108845291e-36    3.65134716981803485468804990156056445e-33   1.12949248112867970708529580622290074e-22   2.02448961307626607938232774196867869e-30   1.11683363574300565763946486817989353e-27   5.4480939248834040371109792090045214e-23    1.93634695615330739978258316644232824e-13  -5.54361732826393273990980285666741309e-23   3.13088153519444492310952154064456502e-17   1.37513925797259038580565978080320671e-06  -1.3061623346                               0.0000000000   
1.51863406598567962646484374999999907e-10  4.23723527221305890571042940260451742e-29  1.24445938009875904559101092513796557e-44   7.21162819957258029146411648828813871e-47  2.44920824950855509584852312224499365e-33   5.83107223865789366299063169934742563e-23   6.62206168329870233817169436154863381e-01   1.3244116490                                6.87569773044911737810735757119665396e-07   2.57748279664068514611675824288856563e-28   1.56544087518668905662205818318095478e-17   1.49770330380280749802938128471504341e-59  1.89231988825865017626233489307214028e-42   2.88730128927467206456016461794081857e-32   4.56017775358571253576130343250719488e-53   3.60988737037583761885676457977525797e-28   1.33435655733252223567092478675155719e-47   2.62028448272759798845239552401795961e-40   5.60386315379714935069204060907250984e-28   5.80048667440706658743712641066311315e-31   4.03345591497075074511489075395111526e-36   3.81235666825619809021836606225881295e-33   1.15412662768117014774114253144353474e-22   2.05751548814344517222987955689159868e-30   1.14119193139317148030559239308649901e-27   5.56691759990044939972725022223201734e-23   1.93634708917043304131558010369052206e-13  -5.83105444984783163108150683176823774e-23   3.13088175031080280103168879725317168e-17   1.37513935245511437014386265243337198e-06  -1.3244137117                               0.0000000000   
1.55104869510978460311889648437499644e-10  4.42005196475357261719991376857530028e-29  1.24445938009875904559101092513796557e-44   7.21162819957258029146411648828813871e-47  2.50154674292448912133823001471422919e-33   6.12473591314875455441174028427961453e-23   6.65388990166866508196104722861629095e-01   1.3307772927                                6.87569789521535989539781177781086103e-07   2.63249816275166588348544874208413332e-28   1.56544091270139815030285791432063209e-17   1.52967118374365333733794739258190642e-59  2.07234186124700352128582183967318714e-42   2.9489316818211014568439889861636643e-32    4.56058804444974746083379251322830087e-53   3.61102227786421935210245652284800819e-28   1.42370392162974500292702440899599087e-47   2.79467047596330955519383143948431927e-40   5.845639868463698907273201845491144e-28     6.02775836673612556418160064816484342e-31   4.20747731870840940373114312140290095e-36   3.97683991876234875498677454102936526e-33   1.17876076402117346072735889939189951e-22   2.09009651692214444708439088894919793e-30   1.16555022708690927900744862303509605e-27   5.68574127491712031142672606283713815e-23   1.9363471355475812027979060603445538e-13   -6.12471812412634895317758631442442489e-23   3.13088182533888534286794686190383255e-17   1.37513938540835823524909462893684407e-06  -1.3307793554                               0.0000000000   
1.5834633242338895797729492187499938e-10   4.60672704304505797097735377022564068e-29  1.24445938009875904559101092513796557e-44   7.21162819957258029146411648828813871e-47  2.55388523634042314682793690718344574e-33   6.42462614033563783037619159110291495e-23   6.62628945286061421810681887194988288e-01   1.3252572030                                6.8756977523351584959120205507721105e-07    2.68751352910032361386737389436926023e-28   1.5654408801719695759407754826225462e-17    1.56163905811097219784636058294417569e-59  2.26011529930389057057687351890114231e-42   3.01056216121437120188863559369710507e-32   4.56099814725503526199812763943579157e-53   3.61215702712190995130905221955494882e-28   1.51610831932659862750052063279855438e-47   2.97499128065928009635806521149510172e-40   6.09252268541395730156242623887123692e-28   6.25900634289550570873586339915326051e-31   4.38517387118358006195015941323959869e-36   4.1447969213364868489932753378715567e-33    1.20339489014868964604394491006795915e-22   2.1222326994123639039458617381413792e-30    1.1899085228242190537450335580255801e-27    5.80456494993341677220940673081882346e-23   1.93634709528475188422956103640428771e-13  -6.42460835109948470619804130463535465e-23   3.13088176027869254861829573459643215e-17   1.37513935683232198112135571031366413e-06  -1.3252592657                               0.0000000000   
1.61587795335799455642700195312499476e-10  4.79726298613446168422854103539603573e-29  1.24445938009875904559101092513796557e-44   7.21162819957258029146411648828813871e-47  2.60622372975635717231764379965264331e-33   6.73074292022102253783070280560837186e-23   6.53926033687454974660901070539341353e-01   1.3078513798                                6.87569730180851317964998389008049053e-07   2.7425288956866583372625336997440296e-28    1.56544077759840333353581088808673988e-17   1.59360692690476407955462085580205986e-59  2.45564020242931132413548993075622687e-42   3.07219272745448129969410444054101646e-32   4.56140806200157593925430881112897205e-53   3.61329161814890941647655166989579361e-28   1.6115697504230831093914134581592916e-47    3.16124689681550961194509684005057262e-40   6.34451160464792453355971378921288816e-28   6.49423060288520702109991466362894785e-31   4.56654557239626271977193962946152146e-36   4.31622767597861237223786845278574808e-33   1.22802900606371870369090056347167778e-22   2.15392403561410354281429210446815709e-30   1.21426681860510080451834719805799099e-27   5.92338862494933878207529222617793789e-23   1.93634696838194508561054503187030009e-13  -6.7307251307672388901428718024012554e-23    3.1308815551302244182827354153308037e-17    1.37513926672700560776064589656381452e-06  -1.3078534425                               0.0000000000   
1.64829258248209953308105468749999571e-10  4.991659794021783756953475564086641e-29    1.24445938009875904559101092513796557e-44   7.21162819957258029146411648828813871e-47  2.65856222317229119780735069212182188e-33   7.04308625280773092695750543506666445e-23   6.39280255371047166746762069060582723e-01   1.2785598231                                6.87569654363542394661170179573611866e-07   2.79754426251067005367092815820845932e-28   1.56544060498069942308796413071293515e-17   1.62557479012502898246272821115543007e-59  2.6589165706232657819616710752383966e-42    3.13382338054143175026039552669565013e-32   4.56181778868936949260233602830900053e-53   3.61442605094521774760495487387151334e-28   1.71008821491919844859970288507825985e-47   3.35343732443199810195492632515058303e-40   6.60160662616560060326506449651669514e-28   6.73343114670522950127375444159166234e-31   4.75159242234645737719648377006821255e-36   4.49113218268872532472055388577186345e-33   1.2526631117662606336682258596031337e-22    2.1851705255273633636896819879296823e-30    1.23862511442955453132738954313232374e-27   6.04221229996488634102438254891394309e-23   1.93634675483916080694085804674164679e-13  -7.04306846312961150501207780772245341e-23   3.13088120989348095186126590410728933e-17   1.37513911509240911516696518768733051e-06  -1.2785618858                               0.0000000000   
